Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Performance Score,Performance Category
Nikhil Kumar,ST2039,57.3,53.7,56.3,69.1,67.9,4.1,62.7,7.7,71.6,Good
Khushi Patel,ST2040,84.3,55.0,69.1,67.5,62.9,2.4,56.8,7.9,78.3,Good
Shivam Mishra,ST2041,60.9,45.9,58.7,73.6,53.6,3.3,40.3,7.2,70.6,Good
Isha Gupta,ST2042,68.5,59.1,80.7,84.9,62.0,7.4,59.7,6.0,83.3,Good
Deepak Kapoor,ST2043,73.0,63.8,68.1,62.6,71.8,3.8,70.5,7.1,68.3,Average
Tanya Bansal,ST2044,61.9,65.5,69.7,70.9,90.4,2.9,68.8,6.8,74.2,Good
Shivam Agarwal,ST2045,69.8,55.0,54.6,57.2,64.8,2.4,48.2,7.6,58.5,Average
Rohan Chauhan,ST2046,45.0,40.9,46.2,65.9,57.1,1.3,62.8,7.9,53.2,Average
Ananya Singh,ST2047,52.1,37.8,65.3,69.5,58.8,0.5,27.8,5.6,55.9,Average
Karan Mehta,ST2048,82.1,46.2,88.1,48.6,51.2,3.3,56.3,7.5,73.7,Good
Ishaan Joshi,ST2049,45.0,55.4,32.8,34.1,40.8,1.3,23.8,9.5,58.7,Average
Isha Singh,ST2050,67.3,59.2,63.8,66.5,53.5,5.3,48.1,6.6,73.3,Good
Aditya Verma,ST2051,81.1,57.3,70.7,66.9,60.4,4.6,55.4,8.0,75.3,Good
Shivam Bansal,ST2052,69.4,66.1,78.9,62.9,80.6,5.7,99.5,7.7,93.4,Excellent
Ishaan Pandey,ST2053,82.3,82.7,69.3,72.0,76.7,4.5,76.1,5.4,92.1,Excellent
Khushi Agarwal,ST2054,98.1,63.6,72.3,74.6,88.8,9.8,69.5,6.9,100.0,Excellent
Pooja Verma,ST2055,100.0,98.1,100.0,89.3,100.0,6.4,100.0,6.0,100.0,Excellent
Pooja Sharma,ST2056,73.4,61.9,87.5,91.7,74.3,5.4,66.0,6.7,85.4,Excellent
Shreya Chauhan,ST2057,65.0,32.9,63.8,62.8,64.0,6.7,80.8,5.3,67.6,Average
Aarav Chauhan,ST2058,94.5,50.5,53.9,62.3,69.9,3.2,51.5,7.7,71.4,Good
Karan Chauhan,ST2059,79.3,80.8,78.0,79.0,76.0,5.4,79.7,6.6,87.5,Excellent
Akash Singh,ST2060,85.0,34.3,28.7,64.7,45.8,3.0,72.8,8.6,60.3,Average
Ananya Shah,ST2061,87.2,65.3,70.6,66.8,59.5,6.1,60.0,5.5,79.3,Good
Sanya Malhotra,ST2062,77.3,63.1,74.0,62.8,62.3,4.4,87.2,8.0,81.1,Good
Mohit Verma,ST2063,83.5,71.1,76.3,80.5,67.3,3.8,74.1,7.6,90.8,Excellent
Aman Kapoor,ST2064,77.0,86.9,64.8,82.8,75.6,4.6,74.3,6.2,78.4,Good
Aman Shah,ST2065,66.8,48.8,62.6,73.6,55.9,4.5,48.4,5.5,69.9,Average
Deepak Shah,ST2066,64.7,63.8,69.9,65.9,48.3,3.5,80.0,6.9,67.7,Average
Sachin Chauhan,ST2067,78.9,51.0,64.9,78.3,99.4,4.3,67.4,7.3,74.2,Good
Meera Bansal,ST2068,54.8,55.7,66.8,69.9,48.0,1.9,81.3,6.3,64.4,Average
Riya Patel,ST2069,74.3,77.9,86.7,82.5,81.1,8.1,74.9,5.7,93.8,Excellent
Sakshi Mishra,ST2070,92.8,59.9,71.6,87.4,75.9,5.1,69.8,8.0,94.5,Excellent
Aditya Sinha,ST2071,62.2,71.6,63.5,77.4,64.7,4.5,82.1,6.3,77.4,Good
Sachin Sinha,ST2072,86.9,62.0,69.9,90.5,71.8,6.2,71.4,7.4,86.5,Excellent
Amit Sinha,ST2073,53.3,78.0,51.7,74.1,54.2,1.6,65.9,8.6,67.9,Average
Sanya Agarwal,ST2074,74.4,30.1,62.1,47.0,67.8,3.8,44.8,6.3,62.9,Average
Pooja Verma,ST2075,68.9,62.2,67.5,62.6,62.7,6.5,64.2,5.6,61.9,Average
Ayush Bansal,ST2076,91.9,72.0,84.7,59.9,81.2,5.0,78.5,7.9,87.1,Excellent
Sachin Kapoor,ST2077,74.0,64.5,72.4,66.1,85.1,5.1,91.1,6.7,88.6,Excellent
Aryan Sinha,ST2078,52.7,53.7,65.8,62.9,60.1,4.3,57.2,6.6,58.5,Average
Aryan Singh,ST2079,80.8,75.5,73.3,84.6,84.7,7.3,81.0,8.2,94.2,Excellent
Mohit Joshi,ST2080,74.7,74.4,56.2,64.5,81.3,4.6,80.4,6.8,80.5,Good
Rahul Chauhan,ST2081,66.9,37.6,54.4,76.3,58.4,7.8,60.2,6.9,79.4,Good
Anjali Saxena,ST2082,82.7,59.4,84.3,66.3,78.0,5.2,84.1,5.4,84.5,Good
Karan Sharma,ST2083,59.8,40.3,61.2,58.3,51.2,2.4,85.8,7.2,67.8,Average
Aman Kumar,ST2084,46.8,31.0,50.8,43.7,59.7,4.9,48.1,6.1,55.8,Average
Varun Malhotra,ST2085,66.0,68.7,48.8,83.0,62.9,4.1,83.8,6.6,68.9,Average
Kavya Gupta,ST2086,63.8,62.9,62.2,78.3,67.1,2.6,66.3,6.7,70.9,Good
Varun Pandey,ST2087,67.7,73.4,50.7,66.5,74.9,2.1,75.2,8.6,76.0,Good
Riya Pandey,ST2088,87.0,59.1,42.8,48.0,44.6,4.1,64.9,6.5,74.2,Good
Shreya Patel,ST2089,98.4,88.3,70.0,79.0,75.8,5.3,95.3,6.4,87.4,Excellent
Varun Bansal,ST2090,74.6,40.9,51.3,66.1,53.0,2.3,72.1,8.9,78.8,Good
Sneha Pandey,ST2091,74.7,75.7,70.1,60.4,73.6,3.0,62.0,6.9,78.9,Good
Shivam Mehta,ST2092,81.5,67.6,73.8,94.6,60.8,4.4,65.9,6.5,79.6,Good
Priya Chauhan,ST2093,64.0,58.5,41.0,74.0,54.7,4.1,56.6,8.2,67.6,Average
Anjali Gupta,ST2094,62.0,31.0,43.8,41.2,57.9,3.4,33.2,7.2,57.1,Average
Neha Gupta,ST2095,79.2,67.3,76.6,63.0,74.3,4.7,80.0,7.1,83.9,Good
Aditya Patel,ST2096,51.7,69.6,68.6,70.1,75.4,4.9,71.6,7.3,79.3,Good
Isha Agarwal,ST2097,62.7,53.6,57.5,52.2,37.9,3.1,55.0,8.6,69.2,Average
Nikhil Mehta,ST2098,78.9,64.6,62.8,77.1,81.3,5.6,75.8,5.9,80.5,Good
Amit Sharma,ST2099,60.1,68.9,53.1,62.8,56.4,2.3,69.2,8.5,71.8,Good
Diya Bansal,ST2100,67.3,48.5,87.5,67.2,49.7,3.0,73.7,5.7,69.9,Average
Mohit Bansal,ST2101,68.7,53.1,44.1,71.1,46.4,3.6,68.4,6.4,74.6,Good
Sneha Shah,ST2102,84.9,76.0,74.4,89.0,87.3,5.2,81.0,6.1,82.5,Good
Sakshi Kumar,ST2103,91.0,100.0,100.0,85.6,90.3,8.0,85.3,6.5,100.0,Excellent
Kavya Singh,ST2104,63.1,35.8,41.9,42.3,53.7,2.9,45.5,6.5,53.2,Average
Ayush Pandey,ST2105,83.0,63.4,86.7,72.3,78.9,3.8,74.4,8.4,82.5,Good
Pranav Kumar,ST2106,80.9,71.2,70.4,72.5,64.7,3.4,95.7,7.7,82.5,Good
Sanya Pandey,ST2107,75.5,62.1,42.2,84.1,65.4,5.5,66.1,6.9,79.2,Good
Khushi Malhotra,ST2108,48.0,56.8,47.6,66.1,65.4,3.6,70.1,6.3,65.1,Average
Shivam Joshi,ST2109,75.8,82.5,64.5,77.4,69.0,6.7,48.7,8.2,90.7,Excellent
Riya Pandey,ST2110,80.5,86.3,62.3,84.9,93.6,6.6,83.9,6.9,92.4,Excellent
Riya Patel,ST2111,97.7,71.1,73.5,77.7,72.6,8.7,79.7,6.3,92.6,Excellent
Mohit Agarwal,ST2112,81.7,78.7,81.3,84.6,73.6,4.6,52.4,6.9,82.7,Good
Diya Rana,ST2113,64.0,67.3,62.2,65.7,73.2,4.7,51.0,6.8,81.8,Good
Kavya Joshi,ST2114,71.4,61.5,52.5,70.5,64.8,4.7,62.7,7.9,78.7,Good
Aarav Verma,ST2115,91.8,85.1,91.1,92.1,75.5,7.1,79.7,7.9,96.1,Excellent
Riya Sharma,ST2116,82.3,93.5,69.2,70.0,87.8,6.1,87.2,5.9,90.3,Excellent
Avni Bansal,ST2117,69.8,46.3,59.5,62.8,58.6,0.5,23.2,6.9,54.3,Average
Vikram Mishra,ST2118,56.2,63.7,54.3,77.0,56.0,2.0,85.2,6.8,81.8,Good
Sanya Malhotra,ST2119,57.2,78.4,65.2,66.2,94.2,4.7,88.8,7.4,85.5,Excellent
Neha Malhotra,ST2120,73.2,89.5,75.5,65.6,69.0,5.7,62.0,7.9,79.0,Good
Isha Rana,ST2121,75.6,64.7,78.2,61.1,86.3,1.2,84.0,6.1,70.7,Good
Nikhil Shah,ST2122,80.2,67.6,47.6,61.8,56.1,3.3,79.2,6.2,67.2,Average
Manish Gupta,ST2123,59.8,66.1,51.7,69.3,58.5,5.0,46.0,6.7,73.0,Good
Sakshi Yadav,ST2124,57.2,49.7,57.6,57.6,59.9,3.1,57.2,7.8,59.6,Average
Aarav Gupta,ST2125,75.3,70.5,70.7,86.9,60.4,4.9,69.8,6.1,75.7,Good
Arjun Shah,ST2126,68.1,57.0,53.7,77.0,46.2,5.2,43.5,6.6,70.0,Average
Arjun Mishra,ST2127,91.5,95.5,87.5,93.4,92.6,4.6,89.8,6.3,98.4,Excellent
Aarav Shah,ST2128,80.2,64.8,88.6,74.2,82.5,6.8,95.6,7.5,91.8,Excellent
Nisha Singh,ST2129,96.5,76.9,66.8,79.4,95.0,4.5,69.3,6.9,88.8,Excellent
Nisha Rana,ST2130,89.8,82.1,76.1,84.2,61.7,4.7,95.6,6.3,83.0,Good
Amit Pandey,ST2131,71.5,68.7,57.4,75.0,69.4,2.9,68.0,6.1,76.5,Good
Mohit Malhotra,ST2132,87.1,68.2,77.7,75.7,63.7,6.0,55.2,6.5,76.1,Good
Sachin Chauhan,ST2133,77.7,65.8,70.6,65.6,66.1,2.3,66.3,7.1,75.1,Good
Shreya Mishra,ST2134,87.3,69.2,78.1,67.0,80.0,7.1,52.7,7.6,98.3,Excellent
Isha Sinha,ST2135,71.1,56.1,66.3,60.7,67.6,9.1,77.8,7.5,84.9,Good
Anjali Sinha,ST2136,69.1,62.7,75.3,74.8,69.7,1.9,65.7,6.2,67.6,Average
Rahul Sinha,ST2137,66.1,63.2,71.5,53.7,75.4,3.1,59.4,8.2,75.6,Good
Amit Gupta,ST2138,68.3,44.9,65.1,64.5,71.2,4.8,43.5,7.7,72.5,Good
Rohan Malhotra,ST2139,61.6,27.6,47.5,53.7,39.1,1.0,50.3,6.9,53.9,Average
Avni Patel,ST2140,90.8,94.1,84.0,83.6,77.3,5.7,85.9,7.7,99.2,Excellent
Sakshi Saxena,ST2141,100.0,94.2,74.9,100.0,93.0,7.7,78.0,5.9,100.0,Excellent
Rahul Rana,ST2142,93.5,82.9,99.0,93.0,90.5,4.8,95.4,7.4,98.8,Excellent
Sachin Malhotra,ST2143,57.8,54.7,45.9,65.0,50.4,3.0,56.2,9.5,64.6,Average
Vikram Joshi,ST2144,82.8,64.4,73.1,70.2,78.3,7.1,67.3,7.0,84.7,Good
Aditya Kapoor,ST2145,98.8,73.9,66.1,79.0,92.8,5.7,79.1,6.6,89.6,Excellent
Akash Rana,ST2146,78.0,76.3,68.9,58.5,59.8,2.2,73.2,6.0,75.9,Good
Shreya Kumar,ST2147,93.3,66.0,78.2,68.5,88.6,7.1,90.3,6.8,88.1,Excellent
Ishaan Joshi,ST2148,66.1,56.1,58.6,70.2,46.5,6.3,81.6,7.8,73.9,Good
Pooja Bansal,ST2149,83.9,77.5,62.0,75.0,82.4,7.1,100.0,6.0,91.9,Excellent
Avni Kumar,ST2150,72.4,61.6,64.3,69.2,58.7,3.3,56.4,7.7,80.1,Good
Deepak Malhotra,ST2151,62.2,65.2,60.6,52.1,58.2,1.8,48.5,7.1,62.3,Average
Aditya Shah,ST2152,72.1,46.5,77.6,82.0,83.5,1.3,59.2,7.0,76.0,Good
Sakshi Saxena,ST2153,88.2,73.7,79.2,76.3,79.1,4.9,93.8,7.5,90.8,Excellent
Sakshi Verma,ST2154,79.8,70.1,65.1,51.8,65.6,6.6,68.3,4.9,81.6,Good
Ayush Agarwal,ST2155,91.8,89.9,57.0,89.0,60.2,4.0,88.9,6.9,87.8,Excellent
Isha Rana,ST2156,58.5,51.6,75.8,78.5,84.0,2.8,50.2,8.3,76.2,Good
Vikram Bansal,ST2157,55.2,35.9,39.0,41.7,54.2,4.8,46.1,6.8,70.8,Good
Aryan Malhotra,ST2158,80.7,53.6,63.1,75.2,61.7,6.3,56.6,6.9,93.1,Excellent
Ishaan Bansal,ST2159,81.9,79.5,62.9,88.4,89.9,4.3,89.1,7.0,88.4,Excellent
Neha Pandey,ST2160,74.1,64.7,75.4,67.2,62.9,5.2,74.9,8.9,80.6,Good
Rohan Pandey,ST2161,94.4,59.5,82.4,78.5,68.5,4.1,53.3,7.5,85.5,Excellent
Mohit Yadav,ST2162,62.0,61.0,58.7,63.6,56.2,3.4,57.7,5.9,70.9,Good
Sakshi Sinha,ST2163,65.2,77.8,70.0,71.7,55.5,1.0,75.6,6.6,78.5,Good
Mohit Singh,ST2164,75.7,78.7,62.1,86.8,67.3,6.2,91.3,7.0,78.6,Good
Sakshi Mehta,ST2165,59.1,69.7,68.9,61.3,63.7,4.6,75.6,8.3,77.5,Good
Deepak Joshi,ST2166,72.1,62.1,51.5,59.9,87.2,2.8,65.2,7.9,73.4,Good
Khushi Shah,ST2167,80.6,83.0,89.7,80.2,68.9,5.7,69.2,7.9,89.1,Excellent
Mohit Malhotra,ST2168,61.5,42.1,62.5,66.6,44.8,3.2,72.6,6.1,58.6,Average
Vikram Chauhan,ST2169,59.5,53.0,64.8,67.1,62.1,2.1,44.9,8.0,67.2,Average
Anjali Yadav,ST2170,46.5,26.2,27.5,42.8,33.3,1.5,20.0,6.7,45.8,At Risk
Sakshi Mishra,ST2171,62.3,52.5,67.8,57.1,68.0,3.3,63.8,7.1,65.6,Average
Neha Mishra,ST2172,90.1,89.6,71.5,90.6,78.2,6.0,78.4,7.7,96.8,Excellent
Pooja Shah,ST2173,58.4,31.1,32.4,40.4,34.4,0.5,51.8,7.0,49.6,At Risk
Khushi Verma,ST2174,62.8,48.7,53.8,57.0,73.3,3.0,62.4,5.8,73.9,Good
Riya Kapoor,ST2175,76.1,56.8,62.9,74.1,57.2,4.8,93.8,6.7,81.9,Good
Priya Bansal,ST2176,54.2,40.0,47.2,54.2,44.7,0.5,45.9,7.7,54.2,Average
Sachin Kapoor,ST2177,69.6,68.7,56.1,62.8,68.8,4.7,74.6,7.7,80.5,Good
Nikhil Yadav,ST2178,98.4,75.9,69.9,87.0,89.9,2.4,71.5,6.4,90.3,Excellent
Diya Mishra,ST2179,98.3,100.0,79.4,99.6,89.5,6.3,100.0,6.3,100.0,Excellent
Sneha Sharma,ST2180,87.8,67.2,77.5,67.0,59.0,5.4,68.2,7.2,88.0,Excellent
Akash Sinha,ST2181,71.2,25.2,30.4,65.2,71.9,6.9,51.0,7.3,68.0,Average
Nikhil Mehta,ST2182,53.5,52.0,45.4,63.6,52.0,0.9,45.6,7.7,64.7,Average
Pooja Gupta,ST2183,71.4,65.0,82.8,68.2,85.0,4.8,88.2,6.9,83.7,Good
Arjun Agarwal,ST2184,77.4,69.8,66.9,55.4,75.1,5.8,71.3,6.2,78.6,Good
Karan Malhotra,ST2185,100.0,91.9,96.5,89.9,85.5,7.0,80.8,7.6,100.0,Excellent
Aarav Yadav,ST2186,100.0,70.1,82.9,82.9,83.6,3.7,87.8,8.4,89.4,Excellent
Amit Singh,ST2187,71.5,82.3,66.1,80.5,80.5,3.8,63.7,6.6,86.0,Excellent
Aarav Kumar,ST2188,72.1,59.9,46.4,64.0,64.8,0.5,54.4,7.1,58.0,Average
Vikram Singh,ST2189,100.0,100.0,89.9,91.1,96.8,8.4,100.0,7.3,100.0,Excellent
Sakshi Agarwal,ST2190,80.7,81.3,61.1,67.4,57.6,2.9,61.0,7.4,79.5,Good
Sanya Mishra,ST2191,83.1,56.5,63.8,37.0,55.7,4.4,82.4,7.7,75.7,Good
Pooja Agarwal,ST2192,60.6,90.3,71.0,64.3,73.4,3.1,55.6,7.5,79.2,Good
Mohit Chauhan,ST2193,72.3,51.3,47.7,87.0,47.4,2.1,65.0,7.7,68.5,Average
Varun Verma,ST2194,57.0,37.6,37.4,59.8,46.0,1.7,37.9,7.0,55.1,Average
Diya Joshi,ST2195,88.5,60.8,70.8,63.9,72.0,5.3,80.6,5.0,76.8,Good
Shreya Agarwal,ST2196,93.4,97.7,89.2,81.4,96.8,8.3,72.8,6.8,100.0,Excellent
Pranav Yadav,ST2197,66.7,47.2,39.8,50.6,25.0,1.9,30.4,8.1,54.6,Average
Kavya Chauhan,ST2198,73.3,62.0,84.0,83.1,54.5,4.4,77.9,7.4,84.6,Good
Ishaan Verma,ST2199,60.7,46.2,65.3,83.7,54.9,1.2,38.2,6.7,68.2,Average
Meera Mishra,ST2200,71.7,57.4,74.0,75.5,92.9,7.6,60.2,6.1,86.2,Excellent
Karan Sinha,ST2201,60.3,67.4,59.7,70.8,58.4,2.7,64.9,9.5,78.7,Good
Sachin Patel,ST2202,57.4,32.1,42.3,62.4,50.4,4.0,36.1,7.5,60.6,Average
Manish Gupta,ST2203,68.0,66.6,59.2,61.0,77.7,4.5,42.2,4.7,71.4,Good
Aman Kapoor,ST2204,64.8,40.3,52.3,65.1,62.3,4.1,53.1,6.5,70.4,Good
Aman Pandey,ST2205,90.2,80.5,84.5,82.5,92.7,5.8,57.9,6.7,87.6,Excellent
Avni Singh,ST2206,99.0,72.1,63.5,85.9,77.1,5.6,66.7,5.7,89.8,Excellent
Pranav Gupta,ST2207,67.2,61.3,58.0,49.2,76.1,4.0,80.3,7.0,71.9,Good
Tanya Malhotra,ST2208,100.0,81.3,80.6,76.7,96.0,2.9,94.2,6.8,97.6,Excellent
Varun Agarwal,ST2209,80.1,67.6,74.6,57.8,70.9,4.2,93.1,7.3,80.5,Good
Tanya Chauhan,ST2210,70.0,44.0,53.9,73.3,63.2,6.6,71.2,6.5,74.8,Good
Aman Shah,ST2211,73.6,57.3,52.8,63.4,74.3,4.2,84.3,6.4,68.8,Average
Meera Rana,ST2212,68.8,79.4,74.9,58.5,55.2,4.8,66.4,6.7,80.9,Good
Anjali Kumar,ST2213,69.2,65.0,59.7,48.9,72.2,2.0,59.1,8.2,70.1,Good
Riya Chauhan,ST2214,55.8,37.8,50.0,74.2,59.8,4.8,73.2,7.1,66.8,Average
Akash Gupta,ST2215,94.2,79.4,59.7,68.7,74.7,4.2,54.7,6.9,83.5,Good
Karan Pandey,ST2216,50.9,55.3,62.1,69.9,82.7,6.1,76.1,7.2,71.5,Good
Aman Verma,ST2217,75.8,59.0,66.7,84.6,79.5,6.5,61.0,6.8,81.9,Good
Rohan Bansal,ST2218,69.6,68.9,86.8,77.8,57.7,7.5,68.5,5.6,84.7,Good
Manish Sinha,ST2219,75.4,90.8,64.2,71.4,66.5,2.9,88.0,7.9,90.8,Excellent
Manish Shah,ST2220,69.2,52.7,71.6,58.9,73.6,5.6,48.6,6.3,76.8,Good
Deepak Patel,ST2221,87.6,43.4,41.7,69.6,44.9,5.0,63.0,6.7,72.5,Good
Sachin Kumar,ST2222,67.0,72.4,72.9,70.5,84.5,4.0,75.6,5.6,80.8,Good
Manish Saxena,ST2223,67.3,44.0,62.9,60.9,50.1,4.5,42.5,7.9,84.7,Good
Shreya Rana,ST2224,83.3,75.5,65.9,46.7,79.6,4.9,65.9,7.1,86.6,Excellent
Sameer Bansal,ST2225,45.0,29.0,30.7,58.0,30.9,3.6,39.4,7.5,42.7,At Risk
Rahul Kapoor,ST2226,52.7,56.5,59.2,39.5,41.3,0.5,58.7,8.4,60.3,Average
Ayush Shah,ST2227,70.1,41.4,48.6,49.2,56.4,0.9,43.9,8.3,65.5,Average
Sameer Rana,ST2228,73.6,84.4,81.1,91.9,77.6,6.0,65.5,6.2,84.0,Good
Ananya Kumar,ST2229,85.9,83.0,57.0,50.0,55.8,6.5,61.2,6.8,82.6,Good
Meera Saxena,ST2230,62.2,46.8,55.5,57.9,58.5,3.6,48.7,7.1,63.8,Average
Priya Kapoor,ST2231,79.4,82.9,66.0,71.9,58.0,3.5,64.3,7.0,76.4,Good
Ananya Kapoor,ST2232,85.5,71.1,82.0,78.6,94.3,8.8,82.1,5.7,100.0,Excellent
Ishaan Mishra,ST2233,83.2,74.1,73.6,77.8,75.9,4.7,75.8,8.5,86.3,Excellent
Varun Joshi,ST2234,64.5,46.7,75.6,68.4,56.8,2.7,66.8,8.3,69.7,Average
Pranav Saxena,ST2235,75.0,62.5,64.0,60.0,82.2,3.5,60.0,7.6,73.9,Good
Amit Pandey,ST2236,87.4,65.1,76.3,79.0,90.4,3.4,80.4,8.5,84.3,Good
Avni Bansal,ST2237,71.9,72.3,69.4,65.6,62.4,0.5,77.8,8.0,72.0,Good
Akash Shah,ST2238,78.4,84.5,65.0,69.7,91.1,4.3,71.9,6.8,83.7,Good
Rohan Shah,ST2239,66.0,57.8,63.7,86.5,87.4,1.5,77.8,7.0,70.8,Good
Ananya Rana,ST2240,64.6,35.5,43.6,67.5,51.9,2.9,49.9,7.6,62.5,Average
Manish Agarwal,ST2241,85.3,62.5,76.4,94.7,89.7,7.4,71.4,5.3,80.3,Good
Shivam Chauhan,ST2242,81.3,94.7,98.4,91.6,100.0,7.8,100.0,7.5,100.0,Excellent
Pranav Sinha,ST2243,61.5,47.0,74.9,78.2,46.2,3.4,40.6,5.6,70.8,Good
Amit Gupta,ST2244,76.6,71.5,61.8,71.0,82.4,3.1,72.9,8.3,80.0,Good
Meera Rana,ST2245,58.4,72.0,44.2,59.2,51.1,4.8,56.2,7.5,72.7,Good
Mohit Agarwal,ST2246,72.0,63.5,67.2,66.0,61.4,8.0,77.4,8.6,86.4,Excellent
Amit Kumar,ST2247,95.6,91.1,85.6,79.1,87.3,8.9,100.0,6.7,100.0,Excellent
Ananya Kumar,ST2248,64.2,58.8,58.6,65.7,63.7,1.6,71.9,8.1,75.0,Good
Varun Mehta,ST2249,76.9,49.9,61.3,71.7,51.7,4.3,76.8,7.8,72.2,Good
Shivam Sharma,ST2250,57.5,25.0,33.1,57.7,49.8,1.7,56.8,6.5,58.6,Average
Nisha Kumar,ST2251,61.3,61.7,52.9,79.7,57.5,3.0,72.1,6.2,81.1,Good
Ananya Joshi,ST2252,52.8,59.0,52.3,39.1,59.1,2.1,31.5,6.4,57.5,Average
Sachin Pandey,ST2253,87.1,74.0,73.1,63.0,84.8,8.7,99.6,6.5,98.3,Excellent
Nisha Kumar,ST2254,84.7,82.7,83.7,55.5,69.4,5.8,91.3,6.9,94.7,Excellent
Mohit Yadav,ST2255,77.7,52.2,52.3,60.4,78.5,3.5,63.2,7.2,68.8,Average
Rohan Mehta,ST2256,89.3,79.9,84.9,68.6,76.8,5.4,75.9,7.4,83.7,Good
Shivam Chauhan,ST2257,75.7,71.8,57.5,60.8,61.9,1.8,48.3,6.6,70.9,Good
Avni Saxena,ST2258,65.1,67.0,80.6,66.4,71.8,4.2,73.8,7.9,78.4,Good
Karan Agarwal,ST2259,78.7,72.7,67.3,72.0,58.1,6.3,65.4,7.3,83.4,Good
Pooja Shah,ST2260,49.6,25.0,37.8,48.6,32.0,2.2,39.1,8.9,56.4,Average
Ananya Yadav,ST2261,100.0,85.2,82.6,70.5,61.0,9.3,89.1,6.9,100.0,Excellent
Aryan Shah,ST2262,74.7,53.6,68.3,67.9,63.5,4.4,64.6,7.0,79.0,Good
Shreya Mishra,ST2263,56.9,35.0,78.6,53.4,32.2,0.7,38.4,9.5,59.5,Average
Meera Bansal,ST2264,75.7,63.7,68.1,76.5,54.1,1.2,48.6,7.4,68.4,Average
Mohit Kumar,ST2265,56.8,25.0,50.4,51.4,51.7,3.7,21.6,7.4,54.0,Average
Sameer Mehta,ST2266,47.0,52.5,63.5,55.6,67.9,1.1,63.6,7.9,72.6,Good
Ananya Kapoor,ST2267,84.2,54.4,74.0,73.6,58.2,2.8,67.0,8.2,88.3,Excellent
Khushi Mishra,ST2268,73.6,53.1,69.3,54.0,76.8,3.9,79.8,7.2,82.2,Good
Meera Kapoor,ST2269,90.8,69.6,73.9,83.7,68.6,6.6,100.0,9.5,95.8,Excellent
Anjali Agarwal,ST2270,73.9,63.1,75.6,77.1,62.9,3.9,57.3,6.6,72.8,Good
Pranav Yadav,ST2271,81.0,72.0,72.6,56.6,61.2,2.2,63.6,8.8,90.7,Excellent
Ishaan Gupta,ST2272,78.3,50.2,51.2,59.3,60.8,6.5,84.7,5.4,77.5,Good
Mohit Bansal,ST2273,79.4,74.4,42.9,57.0,61.9,5.7,56.9,5.9,77.4,Good
Amit Singh,ST2274,54.3,31.4,61.0,42.7,49.2,5.2,44.4,5.4,57.1,Average
Nikhil Gupta,ST2275,70.5,65.1,49.8,47.8,70.3,5.8,65.1,6.0,77.5,Good
Nisha Rana,ST2276,68.4,88.7,61.1,65.0,92.4,7.5,100.0,5.1,89.1,Excellent
Manish Sinha,ST2277,89.7,89.2,68.5,60.5,81.1,5.3,94.7,7.1,86.9,Excellent
Pooja Yadav,ST2278,68.2,64.8,92.8,72.6,73.1,6.5,65.7,5.9,83.9,Good
Sameer Bansal,ST2279,80.2,68.3,94.3,82.7,94.6,8.6,77.9,8.1,100.0,Excellent
Aman Agarwal,ST2280,67.8,44.6,60.1,82.3,67.2,7.8,63.2,7.2,88.0,Excellent
Anjali Sharma,ST2281,98.4,100.0,80.4,94.6,96.1,7.1,67.1,6.8,96.6,Excellent
Kavya Verma,ST2282,94.2,88.4,92.2,81.9,100.0,6.3,90.7,7.1,97.5,Excellent
Rahul Mishra,ST2283,57.9,30.3,54.8,52.2,57.4,0.7,47.3,8.2,55.7,Average
Varun Rana,ST2284,75.6,55.3,66.7,81.9,71.5,6.5,71.2,8.0,81.4,Good
Kavya Verma,ST2285,85.6,68.0,60.2,66.7,57.4,3.5,51.6,6.7,75.3,Good
Ananya Chauhan,ST2286,70.8,55.1,73.3,67.7,61.2,4.1,67.1,6.4,73.0,Good
Ananya Verma,ST2287,82.2,50.3,72.6,69.0,68.8,3.6,62.1,7.6,78.6,Good
Aarav Agarwal,ST2288,70.3,75.0,65.6,70.7,76.3,4.3,65.6,8.7,84.5,Good
Mohit Gupta,ST2289,78.0,59.1,64.1,64.1,74.4,4.3,50.3,5.7,68.8,Average
Aditya Saxena,ST2290,85.8,84.9,45.3,66.6,83.2,4.9,81.5,7.4,85.2,Excellent
Aditya Agarwal,ST2291,86.7,93.2,86.2,90.4,91.3,7.3,74.2,8.0,99.6,Excellent
Sanya Saxena,ST2292,71.6,33.3,73.3,63.9,60.8,2.4,86.3,7.9,76.9,Good
Varun Yadav,ST2293,66.7,88.7,60.7,76.7,89.6,5.1,77.2,7.3,84.8,Good
Nisha Kapoor,ST2294,64.4,74.7,44.3,83.6,68.9,3.3,69.7,7.7,74.6,Good
Vikram Patel,ST2295,60.0,62.8,66.8,76.9,65.2,3.4,74.4,9.0,74.6,Good
Avni Singh,ST2296,54.7,44.5,54.3,51.9,62.1,1.7,43.3,8.2,61.5,Average
Sakshi Mehta,ST2297,73.2,63.0,63.9,68.6,59.8,2.3,66.9,5.8,70.3,Good
Mohit Pandey,ST2298,73.5,52.5,82.8,91.0,47.3,5.0,61.6,6.9,86.2,Excellent
